,kingdom,btk,phylum,btp,class,btc,order,bto,family,btf,genus,btg,abundance
Otu11218,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pir4_lineage,100,2
Otu11219,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Blastopirellula,100,2
Otu11220,Bacteria,100,Dependentiae,100,Babeliae,100,Babeliales,100,Vermiphilaceae,100,Vermiphilaceae_ge,100,2
Otu11221,Bacteria,100,Dependentiae,100,Babeliae,100,Babeliales,100,Vermiphilaceae,100,Vermiphilaceae_ge,100,2
Otu11222,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pirellulaceae_unclassified,100,2
Otu11223,Bacteria,100,Actinobacteriota,100,Acidimicrobiia,100,Microtrichales,100,Ilumatobacteraceae,100,Ilumatobacter,100,2
Otu11224,Bacteria,100,Dependentiae,100,Babeliae,100,Babeliales,100,Vermiphilaceae,100,Vermiphilaceae_ge,100,2
Otu11225,Bacteria,100,Actinobacteriota,100,Acidimicrobiia,100,Microtrichales,100,Ilumatobacteraceae,100,Ilumatobacter,100,2
Otu11226,Bacteria,100,Verrucomicrobiota,100,Chlamydiae,100,Chlamydiales,100,Simkaniaceae,100,uncultured,100,2
Otu11227,Bacteria,100,Actinobacteriota,100,MB-A2-108,100,MB-A2-108_or,100,MB-A2-108_fa,100,MB-A2-108_ge,100,2
Otu11228,Bacteria,100,Actinobacteriota,100,Acidimicrobiia,100,Microtrichales,100,Ilumatobacteraceae,100,Ilumatobacteraceae_unclassified,100,2
Otu11229,Bacteria,100,Actinobacteriota,100,Acidimicrobiia,100,Microtrichales,100,Ilumatobacteraceae,100,Ilumatobacter,100,2
Otu11230,Bacteria,100,Verrucomicrobiota,100,Chlamydiae,100,Chlamydiales,100,Chlamydiales_unclassified,100,Chlamydiales_unclassified,100,2
Otu11231,Archaea,100,Crenarchaeota,100,Nitrososphaeria,100,Nitrososphaerales,100,Nitrososphaeraceae,100,Nitrososphaeraceae_ge,100,2
Otu11232,Bacteria,100,Dependentiae,100,Babeliae,100,Babeliales,100,Vermiphilaceae,100,Vermiphilaceae_ge,100,2
Otu11233,Bacteria,100,Dependentiae,100,Babeliae,100,Babeliales,100,Vermiphilaceae,100,Vermiphilaceae_ge,100,2
Otu11234,Bacteria,100,Acidobacteriota,100,Thermoanaerobaculia,100,Thermoanaerobaculales,100,Thermoanaerobaculaceae,100,Subgroup_10,100,2
Otu11235,Bacteria,100,Planctomycetota,100,Phycisphaerae,100,Phycisphaerales,100,Phycisphaeraceae,100,uncultured,100,2
Otu11236,Bacteria,100,Planctomycetota,100,Planctomycetota_unclassified,100,Planctomycetota_unclassified,100,Planctomycetota_unclassified,100,Planctomycetota_unclassified,100,2
Otu11237,Bacteria,100,Actinobacteriota,100,Acidimicrobiia,100,Microtrichales,100,Ilumatobacteraceae,100,Ilumatobacter,100,2
Otu11238,Bacteria,100,Actinobacteriota,100,Actinobacteria,100,Micrococcales,100,Micrococcales_unclassified,100,Micrococcales_unclassified,100,2
Otu11239,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhodobacterales,100,Rhodobacteraceae,100,Rhodobacteraceae_unclassified,100,2
Otu11240,Bacteria,100,Actinobacteriota,100,Actinobacteria,100,Micrococcales,100,Micrococcales_unclassified,100,Micrococcales_unclassified,100,2
Otu11241,Bacteria,100,Actinobacteriota,100,Actinobacteria,100,Micrococcales,100,Micrococcales_unclassified,100,Micrococcales_unclassified,100,2
Otu11242,Bacteria,100,Actinobacteriota,100,Actinobacteria,100,Micrococcales,100,Micrococcales_unclassified,100,Micrococcales_unclassified,100,2
Otu11243,Bacteria,100,Actinobacteriota,100,Actinobacteria,100,Micrococcales,100,Micrococcales_unclassified,100,Micrococcales_unclassified,100,2
Otu11244,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Rhodopirellula,100,2
Otu11245,Bacteria,100,Actinobacteriota,100,Acidimicrobiia,100,Microtrichales,100,Ilumatobacteraceae,100,Ilumatobacter,100,2
Otu11246,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhodobacterales,100,Rhodobacteraceae,100,Rhodobacteraceae_unclassified,100,2
Otu11247,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhodobacterales,100,Rhodobacteraceae,100,Rhodobacteraceae_unclassified,100,2
Otu11248,Bacteria,100,Firmicutes,100,Clostridia,100,Oscillospirales,100,Hungateiclostridiaceae,100,Hungateiclostridiaceae_unclassified,100,2
Otu11249,Bacteria,100,Actinobacteriota,100,Acidimicrobiia,100,Microtrichales,100,Ilumatobacteraceae,100,Ilumatobacter,100,2
Otu11250,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Blastopirellula,100,2
Otu11251,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pir4_lineage,100,2
Otu11252,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pir4_lineage,100,2
Otu11253,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhodobacterales,100,Rhodobacteraceae,100,Rhodobacteraceae_unclassified,100,2
Otu11254,Bacteria,100,Firmicutes,100,Clostridia,100,Oscillospirales,100,Hungateiclostridiaceae,100,Hungateiclostridiaceae_unclassified,100,2
Otu11255,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Blastopirellula,100,2
Otu11256,Bacteria,100,Firmicutes,100,Clostridia,100,Oscillospirales,100,Hungateiclostridiaceae,100,HN-HF0106,100,2
Otu11257,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,uncultured,100,2
Otu11258,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pirellulaceae_unclassified,100,2
Otu11259,Bacteria,100,Actinobacteriota,100,Acidimicrobiia,100,Microtrichales,100,Ilumatobacteraceae,100,Ilumatobacter,100,2
Otu11260,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pirellulaceae_unclassified,100,2
Otu11261,Bacteria,100,Firmicutes,100,Clostridia,100,Oscillospirales,100,Hungateiclostridiaceae,100,Hungateiclostridiaceae_unclassified,100,2
Otu11262,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Parvibaculales,100,Parvibaculales_unclassified,100,Parvibaculales_unclassified,100,2
Otu11263,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Blastopirellula,100,2
Otu11264,Bacteria,100,Myxococcota,100,Polyangia,100,Polyangia_unclassified,100,Polyangia_unclassified,100,Polyangia_unclassified,100,2
Otu11265,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Arenicellales,100,Arenicellaceae,100,Candidatus_Thiosymbion,100,2
Otu11266,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,uncultured,100,2
Otu11267,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pirellulaceae_unclassified,100,2
Otu11268,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Arenicellales,100,Arenicellaceae,100,Arenicellaceae_unclassified,100,2
Otu11269,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Parvibaculales,100,Parvibaculales_unclassified,100,Parvibaculales_unclassified,100,2
Otu11270,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Arenicellales,100,Arenicellaceae,100,Arenicella,100,2
Otu11271,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Parvibaculales,100,Parvibaculales_unclassified,100,Parvibaculales_unclassified,100,2
Otu11272,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Parvibaculales,100,Parvibaculales_unclassified,100,Parvibaculales_unclassified,100,2
Otu11273,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Parvibaculales,100,Parvibaculales_unclassified,100,Parvibaculales_unclassified,100,2
Otu11274,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Parvibaculales,100,Parvibaculales_unclassified,100,Parvibaculales_unclassified,100,2
Otu11275,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pir4_lineage,100,2
Otu11276,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pirellulaceae_unclassified,100,2
Otu11277,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Parvibaculales,100,Parvibaculales_unclassified,100,Parvibaculales_unclassified,100,2
Otu11278,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Rhodopirellula,100,2
Otu11279,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pirellulaceae_unclassified,100,2
Otu11280,Bacteria,100,SAR324_clade_Marine_group_B,100,SAR324_clade_Marine_group_Bcl,100,SAR324_clade_Marine_group_Bor,100,SAR324_clade_Marine_group_Bfa,100,SAR324_clade_Marine_group_Bge,100,2
Otu11281,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhizobiales,100,Rhizobiales_unclassified,100,Rhizobiales_unclassified,100,2
Otu11282,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pirellulaceae_unclassified,100,2
Otu11283,Bacteria,100,Actinobacteriota,100,Actinobacteria,100,Corynebacteriales,100,Mycobacteriaceae,100,Mycobacterium,100,2
Otu11284,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Rhodopirellula,100,2
Otu11285,Bacteria,100,Verrucomicrobiota,100,Verrucomicrobiae,100,Verrucomicrobiales,100,Rubritaleaceae,100,uncultured,100,2
Otu11286,Bacteria,100,Verrucomicrobiota,100,Verrucomicrobiae,100,Verrucomicrobiales,100,Rubritaleaceae,100,Rubritaleaceae_unclassified,100,2
Otu11287,Bacteria,100,Verrucomicrobiota,100,Verrucomicrobiae,100,Verrucomicrobiales,100,Rubritaleaceae,100,Persicirhabdus,100,2
Otu11288,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pir4_lineage,100,2
Otu11289,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pirellulaceae_unclassified,100,2
Otu11290,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,pItb-vmat-80,100,pItb-vmat-80_fa,100,pItb-vmat-80_ge,100,2
Otu11291,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Blastopirellula,100,2
Otu11292,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Bythopirellula,100,2
Otu11293,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Blastopirellula,100,2
Otu11294,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Rhodopirellula,100,2
Otu11295,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,uncultured,100,2
Otu11296,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Xanthomonadales,100,Xanthomonadaceae,100,Xanthomonadaceae_unclassified,100,2
Otu11297,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pirellulaceae_unclassified,100,2
Otu11298,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Blastopirellula,100,2
Otu11299,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pirellulaceae_unclassified,100,2
Otu11300,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pirellulaceae_unclassified,100,2
Otu11301,Bacteria,100,Verrucomicrobiota,100,Verrucomicrobiae,100,Verrucomicrobiales,100,Rubritaleaceae,100,Rubritalea,100,2
Otu11302,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Ectothiorhodospirales,100,Ectothiorhodospiraceae,100,Thiogranum,100,2
Otu11303,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Ectothiorhodospirales,100,Ectothiorhodospiraceae,100,Thiogranum,100,2
Otu11304,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Ectothiorhodospirales,100,Ectothiorhodospiraceae,100,Thiogranum,100,2
Otu11305,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhodobacterales,100,Rhodobacteraceae,100,Rhodobacteraceae_unclassified,100,2
Otu11306,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,uncultured,100,2
Otu11307,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Rhodopirellula,100,2
Otu11308,Bacteria,100,Actinobacteriota,100,Actinobacteria,100,Corynebacteriales,100,Mycobacteriaceae,100,Mycobacterium,100,2
Otu11309,Bacteria,100,Actinobacteriota,100,Actinobacteria,100,Corynebacteriales,100,Mycobacteriaceae,100,Mycobacterium,100,2
Otu11310,Bacteria,100,Actinobacteriota,100,Actinobacteria,100,Corynebacteriales,100,Mycobacteriaceae,100,Mycobacterium,100,2
Otu11311,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Rhodopirellula,100,2
Otu11312,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Blastopirellula,100,2
Otu11313,Bacteria,100,Chloroflexi,100,Anaerolineae,100,uncultured,100,uncultured_fa,100,uncultured_ge,100,2
Otu11314,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,uncultured,100,2
Otu11315,Bacteria,100,Chloroflexi,100,Anaerolineae,100,uncultured,100,uncultured_fa,100,uncultured_ge,100,2
Otu11316,Bacteria,100,Chloroflexi,100,Anaerolineae,100,uncultured,100,uncultured_fa,100,uncultured_ge,100,2
Otu11317,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pirellulaceae_unclassified,100,2
Otu11318,Bacteria,100,Gemmatimonadota,100,PAUC43f_marine_benthic_group,100,PAUC43f_marine_benthic_group_or,100,PAUC43f_marine_benthic_group_fa,100,PAUC43f_marine_benthic_group_ge,100,2
Otu11319,Bacteria,100,Gemmatimonadota,100,PAUC43f_marine_benthic_group,100,PAUC43f_marine_benthic_group_or,100,PAUC43f_marine_benthic_group_fa,100,PAUC43f_marine_benthic_group_ge,100,2
Otu11320,Bacteria,100,Gemmatimonadota,100,PAUC43f_marine_benthic_group,100,PAUC43f_marine_benthic_group_or,100,PAUC43f_marine_benthic_group_fa,100,PAUC43f_marine_benthic_group_ge,100,2
Otu11321,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Rhodopirellula,100,2
Otu11322,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pirellulaceae_unclassified,100,2
Otu11323,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Blastopirellula,100,2
Otu11324,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pirellulaceae_unclassified,100,2
Otu11325,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pirellulaceae_unclassified,100,2
Otu11326,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Blastopirellula,100,2
Otu11327,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,uncultured,100,2
Otu11328,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pirellulaceae_unclassified,100,2
Otu11329,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pir4_lineage,100,2
Otu11330,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pir4_lineage,100,2
Otu11331,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pirellulaceae_unclassified,100,2
Otu11332,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,uncultured,100,2
Otu11333,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pirellulaceae_unclassified,100,2
Otu11334,Bacteria,100,Planctomycetota,100,Phycisphaerae,100,C86,100,C86_fa,100,C86_ge,100,2
Otu11335,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,uncultured,100,2
Otu11336,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pirellulaceae_unclassified,100,2
Otu11337,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Bythopirellula,100,2
Otu11338,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pir4_lineage,100,2
Otu11339,Bacteria,100,Chloroflexi,100,Anaerolineae,100,Jan 20,100,1-20_fa,100,1-20_ge,100,2
Otu11340,Bacteria,100,Verrucomicrobiota,100,Verrucomicrobiae,100,Verrucomicrobiales,100,Rubritaleaceae,100,uncultured,100,2
Otu11341,Bacteria,100,Verrucomicrobiota,100,Verrucomicrobiae,100,Verrucomicrobiales,100,Rubritaleaceae,100,uncultured,100,2
Otu11342,Bacteria,100,Verrucomicrobiota,100,Verrucomicrobiae,100,Verrucomicrobiales,100,Rubritaleaceae,100,Rubritalea,100,2
Otu11343,Bacteria,100,Verrucomicrobiota,100,Verrucomicrobiae,100,Verrucomicrobiales,100,Rubritaleaceae,100,Persicirhabdus,100,2
Otu11344,Bacteria,100,Verrucomicrobiota,100,Verrucomicrobiae,100,Verrucomicrobiales,100,Rubritaleaceae,100,Rubritalea,100,2
Otu11345,Bacteria,100,Verrucomicrobiota,100,Verrucomicrobiae,100,Verrucomicrobiales,100,Rubritaleaceae,100,Persicirhabdus,100,2
Otu11346,Bacteria,100,Verrucomicrobiota,100,Verrucomicrobiae,100,Verrucomicrobiales,100,Rubritaleaceae,100,Persicirhabdus,100,2
Otu11347,Bacteria,100,Verrucomicrobiota,100,Verrucomicrobiae,100,Verrucomicrobiales,100,Rubritaleaceae,100,Roseibacillus,100,2
Otu11348,Bacteria,100,Verrucomicrobiota,100,Verrucomicrobiae,100,Verrucomicrobiales,100,Rubritaleaceae,100,Luteolibacter,100,2
Otu11349,Bacteria,100,Verrucomicrobiota,100,Verrucomicrobiae,100,Verrucomicrobiales,100,Rubritaleaceae,100,Persicirhabdus,100,2
Otu11350,Bacteria,100,Verrucomicrobiota,100,Verrucomicrobiae,100,Verrucomicrobiales,100,Rubritaleaceae,100,Rubritalea,100,2
Otu11351,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Ectothiorhodospirales,100,Ectothiorhodospirales_unclassified,100,Ectothiorhodospirales_unclassified,100,2
Otu11352,Bacteria,100,Verrucomicrobiota,100,Verrucomicrobiae,100,Verrucomicrobiales,100,Rubritaleaceae,100,Persicirhabdus,100,2
Otu11353,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Ectothiorhodospirales,100,Ectothiorhodospirales_unclassified,100,Ectothiorhodospirales_unclassified,100,2
Otu11354,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Blastopirellula,100,2
Otu11355,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Chromatiales,100,Sedimenticolaceae,100,Sedimenticola,100,2
Otu11356,Bacteria,100,SAR324_clade_Marine_group_B,100,SAR324_clade_Marine_group_Bcl,100,SAR324_clade_Marine_group_Bor,100,SAR324_clade_Marine_group_Bfa,100,SAR324_clade_Marine_group_Bge,100,2
Otu11357,Bacteria,100,Chloroflexi,100,Anaerolineae,100,uncultured,100,uncultured_fa,100,uncultured_ge,100,2
Otu11358,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Arenicellales,100,Arenicellaceae,100,Candidatus_Thiosymbion,100,2
Otu11359,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Arenicellales,100,Arenicellaceae,100,Candidatus_Thiosymbion,100,2
Otu11360,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,uncultured,100,2
Otu11361,Bacteria,100,NB1-j,100,NB1-j_cl,100,NB1-j_or,100,NB1-j_fa,100,NB1-j_ge,100,2
Otu11362,Bacteria,100,Firmicutes,100,Clostridia,100,Peptostreptococcales-Tissierellales,100,Peptostreptococcaceae,100,Peptostreptococcaceae_unclassified,100,2
Otu11363,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Ectothiorhodospirales,100,Ectothiorhodospirales_unclassified,100,Ectothiorhodospirales_unclassified,100,2
Otu11364,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Candidatus_Anammoximicrobium,100,2
Otu11365,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Rhodopirellula,100,2
Otu11366,Bacteria,100,Acidobacteriota,100,AT-s3-28,100,AT-s3-28_or,100,AT-s3-28_fa,100,AT-s3-28_ge,100,2
Otu11367,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pir4_lineage,100,2
Otu11368,Bacteria,100,Firmicutes,100,Clostridia,100,Lachnospirales,100,Lachnospiraceae,100,Lachnospiraceae_unclassified,100,2
Otu11369,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Blastopirellula,100,2
Otu11370,Bacteria,100,Myxococcota,100,Polyangia,100,MSB-4B10,100,MSB-4B10_fa,100,MSB-4B10_ge,100,2
Otu11371,Bacteria,100,Myxococcota,100,Polyangia,100,MSB-4B10,100,MSB-4B10_fa,100,MSB-4B10_ge,100,2
Otu11372,Bacteria,100,Firmicutes,100,Clostridia,100,Lachnospirales,100,Lachnospiraceae,100,Epulopiscium,100,2
Otu11373,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Burkholderiales,100,Burkholderiaceae,100,Burkholderia-Caballeronia-Paraburkholderia,100,2
Otu11374,Bacteria,100,Chloroflexi,100,Anaerolineae,100,Ardenticatenales,100,uncultured,100,uncultured_ge,100,2
Otu11375,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Pseudomonadales,100,Pseudomonadales_unclassified,100,Pseudomonadales_unclassified,100,2
Otu11376,Bacteria,100,Verrucomicrobiota,100,Verrucomicrobiae,100,Verrucomicrobiales,100,Rubritaleaceae,100,uncultured,100,2
Otu11377,Bacteria,100,Chloroflexi,100,Anaerolineae,100,Ardenticatenales,100,uncultured,100,uncultured_ge,100,2
Otu11378,Bacteria,100,Firmicutes,100,Clostridia,100,Clostridia_unclassified,100,Clostridia_unclassified,100,Clostridia_unclassified,100,2
Otu11379,Bacteria,100,Firmicutes,100,uncultured,100,uncultured_or,100,uncultured_fa,100,uncultured_ge,100,2
Otu11380,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Rhodopirellula,100,2
Otu11381,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Gammaproteobacteria_Incertae_Sedis,100,Unknown_Family,100,Candidatus_Ovatusbacter,100,2
Otu11382,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Gammaproteobacteria_Incertae_Sedis,100,Unknown_Family,100,uncultured,100,2
Otu11383,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pirellulaceae_unclassified,100,2
Otu11384,Bacteria,100,Desulfobacterota,100,Desulfobaccia,100,Desulfobaccales,100,Desulfobaccaceae,100,Desulfobacca,100,2
Otu11385,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pir4_lineage,100,2
Otu11386,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhizobiales,100,Hyphomicrobiaceae,100,Filomicrobium,100,2
Otu11387,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pir4_lineage,100,2
Otu11388,Bacteria,100,Firmicutes,100,Clostridia,100,Clostridia_unclassified,100,Clostridia_unclassified,100,Clostridia_unclassified,100,2
Otu11389,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Enterobacterales,100,Moritellaceae,100,Moritella,100,2
Otu11390,Bacteria,100,Desulfobacterota,100,Desulfovibrionia,100,Desulfovibrionales,100,Desulfovibrionaceae,100,Halodesulfovibrio,100,2
Otu11391,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pirellulaceae_unclassified,100,2
Otu11392,Bacteria,100,Bacteroidota,100,Bacteroidia,100,Flavobacteriales,100,Schleiferiaceae,100,Schleiferia,100,2
Otu11393,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Rhodopirellula,100,2
Otu11394,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhizobiales,100,Hyphomicrobiaceae,100,uncultured,100,2
Otu11395,Bacteria,100,Verrucomicrobiota,100,Chlamydiae,100,Chlamydiales,100,Simkaniaceae,100,uncultured,100,2
Otu11396,Bacteria,100,Actinobacteriota,100,Actinobacteria,100,Actinomycetales,100,Actinomycetaceae,100,Actinomyces,100,2
Otu11397,Bacteria,100,Verrucomicrobiota,100,Verrucomicrobiae,100,Verrucomicrobiales,100,Rubritaleaceae,100,Persicirhabdus,100,2
Otu11398,Bacteria,100,Firmicutes,100,Clostridia,100,Clostridia_unclassified,100,Clostridia_unclassified,100,Clostridia_unclassified,100,2
Otu11399,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhizobiales,100,Hyphomicrobiaceae,100,Hyphomicrobiaceae_unclassified,100,2
Otu11400,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Gammaproteobacteria_Incertae_Sedis,100,Unknown_Family,100,uncultured,100,2
Otu11401,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pirellulaceae_unclassified,100,2
Otu11402,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,uncultured,100,2
Otu11403,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Enterobacterales,100,Moritellaceae,100,Moritella,100,2
Otu11404,Bacteria,100,Verrucomicrobiota,100,Chlamydiae,100,Chlamydiales,100,Simkaniaceae,100,uncultured,100,2
Otu11405,Bacteria,100,Desulfobacterota,100,Desulfovibrionia,100,Desulfovibrionales,100,Desulfovibrionaceae,100,Halodesulfovibrio,100,2
Otu11406,Bacteria,100,Chloroflexi,100,Anaerolineae,100,Ardenticatenales,100,uncultured,100,uncultured_ge,100,2
Otu11407,Bacteria,100,Verrucomicrobiota,100,Chlamydiae,100,Chlamydiales,100,Simkaniaceae,100,uncultured,100,2
Otu11408,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Blastopirellula,100,2
